transaction_id,customer_id,customer_segment,account_age_days,prior_successful_payments,payment_method,transaction_amount,original_failure_at,failure_reason,retry_attempt_number,retry_window_minutes,retry_window_bucket,retry_at,hour_of_day,time_of_day_bucket,retry_success
T0002220,C03886,new,39,1,credit_card,200.07,2025-03-26T10:40:54,bank_decline_generic,1,2642,long,2025-03-28T06:42:54,10,morning,0
T0002221,C03447,loyal,1125,138,upi,58.34,2025-04-20T08:01:24,bank_decline_generic,2,144,medium,2025-04-20T10:25:24,8,morning,0
T0002222,C01800,loyal,2385,29,paypal,25.11,2025-06-03T17:03:27,network_error,1,47,short,2025-06-03T17:50:27,17,afternoon,1
T0002223,C03511,returning,456,9,paypal,122.73,2025-01-04T09:09:46,processing_error,2,22,short,2025-01-04T09:31:46,9,morning,1
T0002224,C03900,loyal,1237,59,paypal,30.69,2025-02-27T14:27:05,incorrect_cvv,2,1621,long,2025-02-28T17:28:05,14,afternoon,1
T0002225,C00067,returning,281,5,debit_card,67.81,2025-05-30T09:52:55,bank_decline_generic,1,1,immediate,2025-05-30T09:53:55,9,morning,1
T0002226,C03648,loyal,1566,148,upi,67.82,2025-04-22T12:40:47,processing_error,2,21,short,2025-04-22T13:01:47,12,afternoon,1
T0002227,C01530,returning,719,6,digital_wallet,112.57,2025-06-05T17:38:55,insufficient_funds,2,1,immediate,2025-06-05T17:39:55,17,afternoon,0
T0002228,C02537,loyal,2251,42,paypal,37.82,2025-01-05T21:01:56,bank_decline_generic,1,4,immediate,2025-01-05T21:05:56,21,evening,0
T0002229,C01169,returning,719,3,bank_transfer,39.18,2025-03-12T17:12:41,network_error,1,8,short,2025-03-12T17:20:41,17,afternoon,0
T0002230,C03228,new,41,2,bank_transfer,65.51,2025-03-11T09:50:49,network_error,1,8,short,2025-03-11T09:58:49,9,morning,0
T0002231,C02252,loyal,1865,200,bank_transfer,54.97,2025-04-15T01:51:19,card_not_activated,1,10,short,2025-04-15T02:01:19,1,night,0
T0002232,C02877,loyal,1286,176,credit_card,61.05,2025-03-06T21:40:57,incorrect_cvv,1,1242,medium,2025-03-07T18:22:57,21,evening,1
T0002233,C00800,returning,263,16,bank_transfer,32.91,2025-01-01T10:41:49,processing_error,1,38,short,2025-01-01T11:19:49,10,morning,0
T0002234,C03899,new,75,0,credit_card,78.74,2025-05-20T04:44:12,processing_error,3,1,immediate,2025-05-20T04:45:12,4,night,0
T0002235,C00575,returning,663,9,debit_card,45.96,2025-06-02T15:40:20,incorrect_cvv,2,415,medium,2025-06-02T22:35:20,15,afternoon,1
T0002236,C00331,loyal,1283,86,credit_card,78.86,2025-04-18T19:26:36,network_error,2,2,immediate,2025-04-18T19:28:36,19,evening,1
T0002237,C00310,new,47,0,debit_card,64.84,2025-01-05T18:22:44,processing_error,1,1481,long,2025-01-06T19:03:44,18,evening,0
T0002238,C03526,returning,292,13,credit_card,30.17,2025-02-23T15:22:19,processing_error,3,4,immediate,2025-02-23T15:26:19,15,afternoon,1
T0002239,C03705,returning,179,18,credit_card,36.41,2025-05-21T16:43:20,insufficient_funds,1,1,immediate,2025-05-21T16:44:20,16,afternoon,0
T0002240,C00627,new,45,2,bank_transfer,29.01,2025-06-01T19:36:34,processing_error,2,4,immediate,2025-06-01T19:40:34,19,evening,0
T0002241,C01029,loyal,744,105,debit_card,154.07,2025-03-25T07:06:56,bank_decline_generic,1,9,short,2025-03-25T07:15:56,7,morning,0
T0002242,C00534,loyal,1734,195,bank_transfer,16.3,2025-06-02T13:45:36,network_error,2,3,immediate,2025-06-02T13:48:36,13,afternoon,1
T0002243,C00506,returning,634,10,paypal,23.41,2025-06-10T13:23:40,card_not_activated,1,47,short,2025-06-10T14:10:40,13,afternoon,0
T0002244,C00403,loyal,899,183,debit_card,37.36,2025-02-24T13:10:11,fraud_suspected,2,2,immediate,2025-02-24T13:12:11,13,afternoon,0
T0002245,C02703,returning,112,7,upi,15.89,2025-04-21T19:00:21,fraud_suspected,3,3,immediate,2025-04-21T19:03:21,19,evening,0
T0002246,C01604,loyal,1264,112,credit_card,162.68,2025-03-28T14:05:01,processing_error,3,16,short,2025-03-28T14:21:01,14,afternoon,1
T0002247,C03663,new,8,1,paypal,75.07,2025-06-25T21:32:47,bank_decline_generic,1,196,medium,2025-06-26T00:48:47,21,evening,0
T0002248,C01715,returning,545,10,debit_card,60.79,2025-03-03T08:06:30,insufficient_funds,2,7,short,2025-03-03T08:13:30,8,morning,0
T0002249,C02138,returning,577,8,paypal,26.6,2025-01-05T21:39:04,processing_error,1,8,short,2025-01-05T21:47:04,21,evening,1
T0002250,C01361,loyal,878,154,credit_card,28.68,2025-05-27T07:15:06,expired_card,1,7727,long,2025-06-01T16:02:06,7,morning,0
T0002251,C00748,returning,158,12,paypal,47.03,2025-04-01T17:32:43,bank_decline_generic,1,4,immediate,2025-04-01T17:36:43,17,afternoon,1
T0002252,C03771,loyal,1855,151,debit_card,28.69,2025-01-11T19:36:29,expired_card,1,3615,long,2025-01-14T07:51:29,19,evening,0
T0002253,C01763,returning,400,19,bank_transfer,42.56,2025-01-16T06:22:00,bank_decline_generic,2,35,short,2025-01-16T06:57:00,6,morning,0
T0002254,C01662,returning,628,13,credit_card,59.5,2025-01-08T14:58:06,network_error,2,2,immediate,2025-01-08T15:00:06,14,afternoon,1
T0002255,C00383,new,82,1,digital_wallet,16.03,2025-06-13T19:30:52,bank_decline_generic,1,2,immediate,2025-06-13T19:32:52,19,evening,0
T0002256,C00556,new,4,1,debit_card,44.45,2025-01-17T20:14:13,insufficient_funds,1,1228,medium,2025-01-18T16:42:13,20,evening,0
T0002257,C03652,loyal,848,179,credit_card,54.56,2025-04-05T04:07:07,network_error,1,30,short,2025-04-05T04:37:07,4,night,1
T0002258,C00966,returning,485,18,bank_transfer,72.63,2025-02-08T14:20:41,network_error,1,3140,long,2025-02-10T18:40:41,14,afternoon,1
T0002259,C03195,new,31,2,bank_transfer,67.87,2025-02-25T18:47:37,bank_decline_generic,1,38,short,2025-02-25T19:25:37,18,evening,1
T0002260,C02786,new,60,2,debit_card,48.4,2025-01-14T21:52:54,incorrect_cvv,1,2,immediate,2025-01-14T21:54:54,21,evening,1
T0002261,C02037,returning,636,11,paypal,18.92,2025-02-23T11:14:28,processing_error,3,2,immediate,2025-02-23T11:16:28,11,morning,1
T0002262,C01647,returning,543,13,paypal,50.92,2025-05-24T14:28:41,insufficient_funds,1,262,medium,2025-05-24T18:50:41,14,afternoon,1
T0002263,C02811,loyal,2917,166,credit_card,80.23,2025-02-15T18:15:41,network_error,2,2,immediate,2025-02-15T18:17:41,18,evening,1
T0002264,C00862,loyal,2416,171,credit_card,76.13,2025-05-02T19:40:22,expired_card,2,16,short,2025-05-02T19:56:22,19,evening,0
T0002265,C01910,loyal,1569,93,paypal,20.13,2025-01-11T20:40:40,expired_card,1,1517,long,2025-01-12T21:57:40,20,evening,0
T0002266,C03848,returning,467,4,bank_transfer,28.91,2025-01-22T17:36:40,processing_error,1,3,immediate,2025-01-22T17:39:40,17,afternoon,1
T0002267,C02505,loyal,1037,198,debit_card,72.33,2025-06-12T07:30:18,network_error,3,2,immediate,2025-06-12T07:32:18,7,morning,0
T0002268,C01243,returning,396,9,debit_card,25.28,2025-01-27T19:01:11,insufficient_funds,1,1,immediate,2025-01-27T19:02:11,19,evening,0
T0002269,C03820,new,19,0,credit_card,75.85,2025-01-21T18:32:29,incorrect_cvv,1,15,short,2025-01-21T18:47:29,18,evening,0
T0002270,C02887,loyal,2099,172,credit_card,51.05,2025-02-04T05:46:00,incorrect_cvv,1,2,immediate,2025-02-04T05:48:00,5,night,0
T0002271,C01424,returning,426,7,bank_transfer,47.49,2025-02-18T16:16:04,insufficient_funds,2,764,medium,2025-02-19T05:00:04,16,afternoon,0
T0002272,C01193,new,86,2,debit_card,42.2,2025-02-17T22:06:53,incorrect_cvv,1,39,short,2025-02-17T22:45:53,22,evening,0
T0002273,C03574,returning,243,15,debit_card,91.53,2025-03-07T15:22:14,insufficient_funds,1,4,immediate,2025-03-07T15:26:14,15,afternoon,0
T0002274,C03167,loyal,2734,83,bank_transfer,49.89,2025-03-30T14:10:09,processing_error,1,4,immediate,2025-03-30T14:14:09,14,afternoon,1
T0002275,C01616,new,42,0,credit_card,50.69,2025-05-22T13:05:31,fraud_suspected,1,5524,long,2025-05-26T09:09:31,13,afternoon,0
T0002276,C00226,loyal,2113,150,credit_card,24.85,2025-06-06T09:41:22,insufficient_funds,1,1930,long,2025-06-07T17:51:22,9,morning,1
T0002277,C00167,new,27,1,bank_transfer,76.66,2025-04-12T20:25:41,network_error,2,2,immediate,2025-04-12T20:27:41,20,evening,1
T0002278,C01599,loyal,1331,167,digital_wallet,95.92,2025-03-05T17:08:29,network_error,1,3,immediate,2025-03-05T17:11:29,17,afternoon,1
T0002279,C01539,returning,183,14,debit_card,65.56,2025-04-29T20:48:02,expired_card,1,6,short,2025-04-29T20:54:02,20,evening,0
T0002280,C01177,new,26,1,debit_card,97.41,2025-01-09T19:16:12,incorrect_cvv,2,102,medium,2025-01-09T20:58:12,19,evening,0
T0002281,C00828,loyal,2020,65,paypal,103.77,2025-06-10T20:15:28,bank_decline_generic,2,2455,long,2025-06-12T13:10:28,20,evening,0
T0002282,C00350,returning,696,4,debit_card,106.49,2025-01-07T21:20:48,incorrect_cvv,2,4,immediate,2025-01-07T21:24:48,21,evening,0
T0002283,C00471,new,1,0,debit_card,267.93,2025-05-19T09:29:11,fraud_suspected,1,14,short,2025-05-19T09:43:11,9,morning,0
T0002284,C00994,returning,137,8,debit_card,14.44,2025-04-18T14:50:55,incorrect_cvv,1,1704,long,2025-04-19T19:14:55,14,afternoon,0
T0002285,C03456,returning,370,16,bank_transfer,23.32,2025-06-24T20:55:56,network_error,1,17,short,2025-06-24T21:12:56,20,evening,1
T0002286,C01584,returning,424,10,bank_transfer,138.28,2025-03-10T20:36:11,bank_decline_generic,2,14,short,2025-03-10T20:50:11,20,evening,1
T0002287,C01496,new,16,2,credit_card,160.34,2025-01-10T02:11:51,insufficient_funds,1,1478,long,2025-01-11T02:49:51,2,night,0
T0002288,C02246,returning,588,18,bank_transfer,49.24,2025-02-13T14:05:16,insufficient_funds,1,4,immediate,2025-02-13T14:09:16,14,afternoon,0
T0002289,C02313,new,8,2,digital_wallet,80.69,2025-05-14T13:46:45,network_error,1,3,immediate,2025-05-14T13:49:45,13,afternoon,0
T0002290,C03049,returning,355,9,paypal,119.61,2025-06-19T22:13:09,fraud_suspected,2,2,immediate,2025-06-19T22:15:09,22,evening,0
T0002291,C01403,returning,664,9,credit_card,27.69,2025-05-03T21:26:58,insufficient_funds,1,22,short,2025-05-03T21:48:58,21,evening,0
T0002292,C00711,new,62,1,digital_wallet,155.97,2025-02-22T19:21:53,insufficient_funds,1,22,short,2025-02-22T19:43:53,19,evening,0
T0002293,C02853,loyal,2168,159,paypal,74.37,2025-02-05T21:06:51,expired_card,1,1,immediate,2025-02-05T21:07:51,21,evening,0
T0002294,C03736,loyal,1493,190,debit_card,52.87,2025-03-12T07:45:42,expired_card,2,1389,medium,2025-03-13T06:54:42,7,morning,0
T0002295,C03840,new,59,1,digital_wallet,156.25,2025-06-02T11:06:14,insufficient_funds,1,38,short,2025-06-02T11:44:14,11,morning,0
T0002296,C01643,loyal,2378,148,bank_transfer,10.24,2025-06-26T22:04:43,insufficient_funds,1,4,immediate,2025-06-26T22:08:43,22,evening,1
T0002297,C00493,returning,580,19,debit_card,6.46,2025-04-15T10:25:21,bank_decline_generic,3,705,medium,2025-04-15T22:10:21,10,morning,0
T0002298,C00250,new,1,1,digital_wallet,119.77,2025-06-21T19:26:41,bank_decline_generic,2,3,immediate,2025-06-21T19:29:41,19,evening,1
T0002299,C03309,new,35,2,bank_transfer,31.18,2025-03-20T05:11:08,network_error,2,2,immediate,2025-03-20T05:13:08,5,night,1
T0002300,C00018,loyal,1620,196,credit_card,46.97,2025-06-22T18:09:18,network_error,1,98,medium,2025-06-22T19:47:18,18,evening,1
T0002301,C03612,returning,555,12,credit_card,116.36,2025-01-29T07:11:43,expired_card,2,1776,long,2025-01-30T12:47:43,7,morning,0
T0002302,C03676,new,86,1,paypal,32.43,2025-02-09T07:20:06,insufficient_funds,1,4,immediate,2025-02-09T07:24:06,7,morning,0
T0002303,C00829,returning,719,14,credit_card,35.94,2025-01-20T02:20:13,processing_error,1,5,immediate,2025-01-20T02:25:13,2,night,0
T0002304,C02799,loyal,865,109,paypal,325.61,2025-05-03T22:57:24,insufficient_funds,1,671,medium,2025-05-04T10:08:24,22,evening,0
T0002305,C03468,loyal,1711,132,paypal,37.87,2025-05-05T17:57:10,expired_card,1,4,immediate,2025-05-05T18:01:10,17,afternoon,0
T0002306,C02276,new,40,1,debit_card,17.58,2025-06-25T19:21:49,network_error,3,4,immediate,2025-06-25T19:25:49,19,evening,1
T0002307,C02288,returning,306,10,paypal,36.02,2025-01-20T19:42:41,network_error,1,3,immediate,2025-01-20T19:45:41,19,evening,1
T0002308,C01688,loyal,2874,157,paypal,37.08,2025-02-12T21:27:07,bank_decline_generic,2,28,short,2025-02-12T21:55:07,21,evening,1
T0002309,C01820,loyal,1811,94,paypal,76.93,2025-05-27T18:44:53,insufficient_funds,2,7,short,2025-05-27T18:51:53,18,evening,0
T0002310,C01822,loyal,1880,194,credit_card,45.83,2025-05-29T16:54:00,network_error,1,3,immediate,2025-05-29T16:57:00,16,afternoon,1
T0002311,C00206,returning,270,18,debit_card,41.02,2025-03-25T09:12:04,network_error,2,5050,long,2025-03-28T21:22:04,9,morning,0
T0002312,C03857,new,26,0,upi,42.7,2025-06-01T21:38:52,insufficient_funds,1,1,immediate,2025-06-01T21:39:52,21,evening,0
T0002313,C00461,returning,444,15,credit_card,38.9,2025-04-16T20:57:59,expired_card,1,4,immediate,2025-04-16T21:01:59,20,evening,0
T0002314,C00227,new,38,2,debit_card,29.8,2025-02-20T08:59:42,fraud_suspected,1,13,short,2025-02-20T09:12:42,8,morning,0
T0002315,C01302,new,6,2,paypal,28.13,2025-04-12T09:07:13,insufficient_funds,1,14,short,2025-04-12T09:21:13,9,morning,0
T0002316,C02691,new,42,1,credit_card,115.72,2025-01-21T21:29:56,fraud_suspected,1,18,short,2025-01-21T21:47:56,21,evening,0
T0002317,C00570,loyal,2891,55,debit_card,88.88,2025-05-16T23:14:31,network_error,1,2,immediate,2025-05-16T23:16:31,23,evening,1
T0002318,C00856,returning,209,12,bank_transfer,65.26,2025-04-26T19:22:12,processing_error,1,6921,long,2025-05-01T14:43:12,19,evening,0
T0002319,C02636,loyal,1027,167,digital_wallet,45.58,2025-04-15T13:50:51,insufficient_funds,1,16,short,2025-04-15T14:06:51,13,afternoon,1
T0002320,C03343,new,90,2,digital_wallet,19.37,2025-06-27T09:19:57,processing_error,1,1,immediate,2025-06-27T09:20:57,9,morning,1
T0002321,C03382,returning,312,7,credit_card,27.55,2025-06-26T08:23:31,expired_card,1,5,immediate,2025-06-26T08:28:31,8,morning,0
T0002322,C00077,loyal,1960,177,upi,143.5,2025-06-28T14:24:59,bank_decline_generic,1,70,medium,2025-06-28T15:34:59,14,afternoon,0
T0002323,C02429,new,27,2,paypal,41.55,2025-05-10T17:37:01,incorrect_cvv,3,34,short,2025-05-10T18:11:01,17,afternoon,1
T0002324,C00155,loyal,2258,122,upi,73.04,2025-05-24T06:03:32,insufficient_funds,1,1,immediate,2025-05-24T06:04:32,6,morning,0
T0002325,C00108,loyal,1951,150,credit_card,37.28,2025-05-14T12:04:50,processing_error,2,2,immediate,2025-05-14T12:06:50,12,afternoon,1
T0002326,C02021,returning,493,20,credit_card,11.22,2025-01-06T10:58:31,expired_card,1,152,medium,2025-01-06T13:30:31,10,morning,0
T0002327,C00929,new,20,1,bank_transfer,88.51,2025-02-17T19:54:40,processing_error,2,997,medium,2025-02-18T12:31:40,19,evening,1
T0002328,C03175,loyal,1774,184,credit_card,214.96,2025-02-27T07:02:07,expired_card,2,3,immediate,2025-02-27T07:05:07,7,morning,0
T0002329,C00153,returning,711,6,bank_transfer,104.79,2025-05-25T16:55:18,card_not_activated,1,2,immediate,2025-05-25T16:57:18,16,afternoon,1
T0002330,C03747,returning,252,10,debit_card,291.25,2025-01-09T22:45:53,bank_decline_generic,2,19,short,2025-01-09T23:04:53,22,evening,0
T0002331,C02667,returning,631,19,digital_wallet,96.38,2025-02-12T06:59:24,network_error,2,18,short,2025-02-12T07:17:24,6,morning,1
T0002332,C02166,returning,196,15,paypal,29.52,2025-03-19T23:43:30,bank_decline_generic,2,94,medium,2025-03-20T01:17:30,23,evening,0
T0002333,C00965,returning,207,15,debit_card,65.94,2025-03-02T10:04:57,insufficient_funds,1,8,short,2025-03-02T10:12:57,10,morning,0
T0002334,C03240,loyal,2200,135,paypal,28.56,2025-02-14T15:16:39,insufficient_funds,1,2,immediate,2025-02-14T15:18:39,15,afternoon,1
T0002335,C02407,new,5,0,credit_card,47.97,2025-02-07T17:23:49,incorrect_cvv,1,13,short,2025-02-07T17:36:49,17,afternoon,0
T0002336,C03683,loyal,1179,149,debit_card,33.34,2025-03-16T22:20:52,insufficient_funds,1,334,medium,2025-03-17T03:54:52,22,evening,1
T0002337,C02081,loyal,1434,107,bank_transfer,67.19,2025-02-03T10:35:23,processing_error,1,628,medium,2025-02-03T21:03:23,10,morning,0
T0002338,C01245,new,55,1,credit_card,32.08,2025-04-06T16:00:28,expired_card,2,4,immediate,2025-04-06T16:04:28,16,afternoon,0
T0002339,C00415,returning,600,14,digital_wallet,14.01,2025-03-30T12:39:03,insufficient_funds,2,647,medium,2025-03-30T23:26:03,12,afternoon,0
T0002340,C00431,returning,310,12,paypal,92.59,2025-05-05T14:32:48,insufficient_funds,2,8446,long,2025-05-11T11:18:48,14,afternoon,0
T0002341,C01803,loyal,1377,199,digital_wallet,162.91,2025-01-23T08:13:29,insufficient_funds,1,3,immediate,2025-01-23T08:16:29,8,morning,1
T0002342,C00638,loyal,1278,97,credit_card,26.88,2025-03-17T13:53:34,network_error,1,4,immediate,2025-03-17T13:57:34,13,afternoon,1
T0002343,C01219,returning,594,18,credit_card,107.26,2025-05-20T12:11:40,network_error,1,2,immediate,2025-05-20T12:13:40,12,afternoon,1
T0002344,C02391,new,2,0,credit_card,81.55,2025-05-23T16:55:19,insufficient_funds,1,2,immediate,2025-05-23T16:57:19,16,afternoon,0
T0002345,C01732,new,66,1,bank_transfer,42.09,2025-04-07T14:37:22,bank_decline_generic,2,2,immediate,2025-04-07T14:39:22,14,afternoon,0
T0002346,C02322,returning,463,20,digital_wallet,45.79,2025-01-13T07:37:41,insufficient_funds,2,44,short,2025-01-13T08:21:41,7,morning,0
T0002347,C00662,returning,624,18,credit_card,60.18,2025-04-29T15:22:02,bank_decline_generic,1,35,short,2025-04-29T15:57:02,15,afternoon,0
T0002348,C02823,returning,216,14,paypal,59.5,2025-02-05T15:02:45,expired_card,1,33,short,2025-02-05T15:35:45,15,afternoon,0
T0002349,C02561,loyal,2017,24,credit_card,39.78,2025-03-06T09:11:49,processing_error,1,1,immediate,2025-03-06T09:12:49,9,morning,1
T0002350,C02883,loyal,819,197,credit_card,103.82,2025-02-27T15:16:37,bank_decline_generic,1,11,short,2025-02-27T15:27:37,15,afternoon,0
T0002351,C03021,loyal,1260,42,debit_card,176.06,2025-02-16T19:34:20,insufficient_funds,1,43,short,2025-02-16T20:17:20,19,evening,0
T0002352,C03385,new,23,2,debit_card,44.73,2025-04-25T12:22:59,fraud_suspected,1,29,short,2025-04-25T12:51:59,12,afternoon,0
T0002353,C00317,loyal,828,176,debit_card,28.67,2025-01-09T06:05:31,network_error,2,257,medium,2025-01-09T10:22:31,6,morning,1
T0002354,C00099,loyal,1864,110,paypal,20.45,2025-05-20T07:55:03,expired_card,2,3,immediate,2025-05-20T07:58:03,7,morning,0
T0002355,C02474,loyal,1321,102,credit_card,25.89,2025-05-06T22:03:01,bank_decline_generic,2,2,immediate,2025-05-06T22:05:01,22,evening,0
T0002356,C00672,returning,465,13,credit_card,109.29,2025-02-28T08:43:32,bank_decline_generic,1,972,medium,2025-03-01T00:55:32,8,morning,0
T0002357,C02278,loyal,2456,102,bank_transfer,37.21,2025-04-17T14:20:21,insufficient_funds,3,1,immediate,2025-04-17T14:21:21,14,afternoon,0
T0002358,C01868,returning,565,10,paypal,55.57,2025-06-12T20:53:50,network_error,3,4,immediate,2025-06-12T20:57:50,20,evening,1
T0002359,C03048,loyal,2980,89,credit_card,52.17,2025-02-03T20:16:50,bank_decline_generic,1,4,immediate,2025-02-03T20:20:50,20,evening,0
T0002360,C01856,returning,673,7,credit_card,62.27,2025-03-21T16:54:08,bank_decline_generic,1,40,short,2025-03-21T17:34:08,16,afternoon,0
T0002361,C01014,loyal,773,154,credit_card,99.13,2025-06-22T02:33:41,insufficient_funds,1,5,short,2025-06-22T02:38:41,2,night,0
T0002362,C02344,returning,379,20,credit_card,65.4,2025-04-24T07:49:30,insufficient_funds,1,2,immediate,2025-04-24T07:51:30,7,morning,0
T0002363,C00825,loyal,1018,116,paypal,18.92,2025-06-18T15:46:17,network_error,2,3,immediate,2025-06-18T15:49:17,15,afternoon,1
T0002364,C02518,returning,244,3,debit_card,29.61,2025-06-16T18:05:07,processing_error,1,2,immediate,2025-06-16T18:07:07,18,evening,0
T0002365,C01069,new,85,0,credit_card,26.49,2025-01-16T17:28:00,processing_error,1,676,medium,2025-01-17T04:44:00,17,afternoon,0
T0002366,C03045,returning,250,20,debit_card,30.38,2025-01-08T20:46:04,insufficient_funds,1,2015,long,2025-01-10T06:21:04,20,evening,0
T0002367,C02642,loyal,740,139,credit_card,236.02,2025-06-17T11:38:31,incorrect_cvv,1,358,medium,2025-06-17T17:36:31,11,morning,1
T0002368,C03885,loyal,2184,191,debit_card,36.62,2025-03-08T23:37:01,insufficient_funds,1,447,medium,2025-03-09T07:04:01,23,evening,1
T0002369,C00164,new,11,1,digital_wallet,27.86,2025-06-05T19:53:14,bank_decline_generic,1,128,medium,2025-06-05T22:01:14,19,evening,1
T0002370,C02292,loyal,2324,121,credit_card,62.26,2025-06-06T17:31:14,insufficient_funds,1,3965,long,2025-06-09T11:36:14,17,afternoon,1
T0002371,C00630,loyal,2855,64,paypal,161.99,2025-04-30T13:23:18,incorrect_cvv,1,2,immediate,2025-04-30T13:25:18,13,afternoon,1
T0002372,C01750,new,21,0,debit_card,65.43,2025-05-04T12:52:13,incorrect_cvv,2,90,medium,2025-05-04T14:22:13,12,afternoon,1
T0002373,C03424,loyal,845,180,credit_card,99.01,2025-02-22T10:38:24,incorrect_cvv,2,58,short,2025-02-22T11:36:24,10,morning,0
T0002374,C01093,loyal,884,187,debit_card,8.11,2025-05-23T16:09:22,insufficient_funds,2,487,medium,2025-05-24T00:16:22,16,afternoon,1
T0002375,C03960,returning,698,7,debit_card,23.01,2025-03-28T20:26:14,network_error,2,52,short,2025-03-28T21:18:14,20,evening,1
T0002376,C01470,loyal,1684,131,paypal,82.14,2025-01-14T20:47:20,insufficient_funds,2,4,immediate,2025-01-14T20:51:20,20,evening,0
T0002377,C01287,loyal,747,97,upi,27.41,2025-04-19T16:57:01,insufficient_funds,1,3634,long,2025-04-22T05:31:01,16,afternoon,1
T0002378,C02437,returning,176,20,credit_card,24.25,2025-04-13T09:13:31,incorrect_cvv,2,91,medium,2025-04-13T10:44:31,9,morning,1
T0002379,C03356,returning,191,6,credit_card,47.61,2025-01-23T08:20:48,card_not_activated,1,1,immediate,2025-01-23T08:21:48,8,morning,1
T0002380,C03894,loyal,1387,198,debit_card,212.0,2025-06-27T08:28:19,bank_decline_generic,2,12,short,2025-06-27T08:40:19,8,morning,1
T0002381,C00947,new,32,1,paypal,76.95,2025-06-28T21:35:42,processing_error,1,8934,long,2025-07-05T02:29:42,21,evening,0
T0002382,C00767,loyal,1455,78,bank_transfer,14.16,2025-03-13T12:59:34,bank_decline_generic,3,1306,medium,2025-03-14T10:45:34,12,afternoon,1
T0002383,C03210,loyal,2536,108,paypal,72.14,2025-03-13T21:46:03,network_error,2,2,immediate,2025-03-13T21:48:03,21,evening,1
T0002384,C03206,returning,541,6,upi,43.35,2025-02-22T09:07:31,bank_decline_generic,1,127,medium,2025-02-22T11:14:31,9,morning,0
T0002385,C02639,loyal,2446,51,credit_card,196.84,2025-05-08T21:20:21,insufficient_funds,1,1,immediate,2025-05-08T21:21:21,21,evening,0
T0002386,C00750,loyal,1196,137,paypal,139.07,2025-05-31T09:40:49,bank_decline_generic,2,1,immediate,2025-05-31T09:41:49,9,morning,0
T0002387,C00458,loyal,2384,97,debit_card,231.92,2025-01-26T11:14:00,network_error,2,26,short,2025-01-26T11:40:00,11,morning,1
T0002388,C03693,returning,305,20,paypal,37.87,2025-01-27T06:57:10,incorrect_cvv,1,19,short,2025-01-27T07:16:10,6,morning,0
T0002389,C03948,returning,179,5,credit_card,88.8,2025-05-08T09:48:10,card_not_activated,1,3,immediate,2025-05-08T09:51:10,9,morning,0
T0002390,C03273,returning,558,3,credit_card,39.73,2025-01-17T07:49:36,incorrect_cvv,1,12,short,2025-01-17T08:01:36,7,morning,1
T0002391,C00080,loyal,2987,60,credit_card,19.3,2025-03-26T13:07:42,bank_decline_generic,1,2,immediate,2025-03-26T13:09:42,13,afternoon,0
T0002392,C01663,loyal,2260,43,credit_card,75.1,2025-04-02T20:15:37,processing_error,1,9958,long,2025-04-09T18:13:37,20,evening,1
T0002393,C02783,new,0,1,bank_transfer,47.69,2025-06-26T12:04:55,processing_error,1,1138,medium,2025-06-27T07:02:55,12,afternoon,1
T0002394,C03311,loyal,2717,161,debit_card,23.45,2025-04-26T18:59:02,processing_error,1,3,immediate,2025-04-26T19:02:02,18,evening,1
T0002395,C01470,loyal,1684,131,paypal,85.27,2025-03-30T18:35:46,card_not_activated,3,7,short,2025-03-30T18:42:46,18,evening,0
T0002396,C03275,loyal,988,132,upi,82.93,2025-02-24T14:14:51,insufficient_funds,1,10,short,2025-02-24T14:24:51,14,afternoon,0
T0002397,C01369,loyal,2959,55,debit_card,69.2,2025-05-26T21:56:18,insufficient_funds,3,3396,long,2025-05-29T06:32:18,21,evening,0
T0002398,C01658,returning,665,5,credit_card,30.95,2025-03-17T06:19:41,incorrect_cvv,3,4,immediate,2025-03-17T06:23:41,6,morning,1
T0002399,C02899,returning,412,6,credit_card,17.97,2025-01-09T12:50:27,expired_card,2,2937,long,2025-01-11T13:47:27,12,afternoon,0
T0002400,C02045,loyal,1645,197,debit_card,5.87,2025-02-13T06:27:02,insufficient_funds,2,2,immediate,2025-02-13T06:29:02,6,morning,0
T0002401,C00387,new,57,1,upi,92.94,2025-05-22T22:20:17,bank_decline_generic,1,1,immediate,2025-05-22T22:21:17,22,evening,0
T0002402,C02822,loyal,2854,80,credit_card,43.43,2025-04-17T03:51:32,expired_card,2,32,short,2025-04-17T04:23:32,3,night,0
T0002403,C02533,loyal,2531,187,digital_wallet,84.03,2025-05-29T17:36:36,bank_decline_generic,1,137,medium,2025-05-29T19:53:36,17,afternoon,0
T0002404,C02117,returning,656,17,paypal,142.73,2025-03-05T13:16:37,card_not_activated,1,321,medium,2025-03-05T18:37:37,13,afternoon,0
T0002405,C02568,new,24,2,debit_card,55.77,2025-06-05T14:11:48,expired_card,1,2,immediate,2025-06-05T14:13:48,14,afternoon,0
T0002406,C03555,new,69,2,upi,59.45,2025-01-22T07:57:38,bank_decline_generic,2,42,short,2025-01-22T08:39:38,7,morning,0
T0002407,C01862,returning,248,6,credit_card,16.43,2025-03-27T21:01:56,insufficient_funds,3,4,immediate,2025-03-27T21:05:56,21,evening,0
T0002408,C02242,new,30,1,debit_card,21.98,2025-03-29T05:13:52,insufficient_funds,1,9,short,2025-03-29T05:22:52,5,night,0
